file	genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	pipeline	completeness	contamination	length	N50	contigs	GC (%)	tag	type
Pipeline1_FDZ070-GBkY2-4AP1_bin.67.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.67	239_3	0.01	average	ANImf	239	Pipeline1	52.67	0.33	1422288	3225	469	57.16	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.69.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.69	239_4	0.01	average	ANImf	239	Pipeline1	72.27	3.3	1518268	4292	395	57.53	uniq	Trench
FDZ070-GBkY4-6AP1@22955.fna	FDZ070_GBkY4_6AP1_22955	24_1	0.01	average	ANImf	24	Pipeline3	74.27	0.73	551316	16769	43	33.06	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.109.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.109	24_1	0.01	average	ANImf	24	Pipeline2	64.79	1.88	468224	13925	52	33	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.59.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.59	24_1	0.01	average	ANImf	24	Pipeline1	64.78	1.88	468224	13925	52	33	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.71.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.71	240_1	0.01	average	ANImf	240	Pipeline2	63.19	0.98	3008370	2798	1085	60.1	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.14.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.14	240_1	0.01	average	ANImf	240	Pipeline1	63.18	0.977	3008370	2798	1085	60.1	some	Trench
FDZ070-GBkY2-4AP1@2755.fna	FDZ070_GBkY2_4AP1_2755	241_1	0.01	average	ANImf	241	Pipeline3	75.79	1.82	3600018	12355	366	54.02	all	Trench
bin.116.fa	bin.116	241_1	0.01	average	ANImf	241	Pipeline4	81.27	5.454	3672392	11717	386	54.18	all	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.1.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.1	241_1	0.01	average	ANImf	241	Pipeline1	84.97	2	4366292	10878	510	54.13	all	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.59.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.59	241_1	0.01	average	ANImf	241	Pipeline2	89.83	4.91	5880321	8943	940	53.78	all	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.107.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.107	242_0	0.01	average	ANImf	242	Pipeline1	60.79	0.949	2066714	2036	1081	60.94	uniq	Trench
FDZ070-GBkY0-2AP1@27615.fna	FDZ070_GBkY0_2AP1_27615	243_1	0.01	average	ANImf	243	Pipeline3	56.6	0	540956	9203	70	39.67	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.23.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.23	243_1	0.01	average	ANImf	243	Pipeline2	61.25	1.49	644681	8114	103	39.96	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.42.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.42	243_1	0.01	average	ANImf	243	Pipeline1	61.25	1.485	644681	8114	103	39.96	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.55.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.55	244_1	0.01	average	ANImf	244	Pipeline1	52.35	0	594363	12773	68	44.2	uniq	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.31.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.31	244_2	0.01	average	ANImf	244	Pipeline1	52.5	0	596893	15723	43	44.13	uniq	Trench
FDZ070-GBkY4-6AP1@28980.fna	FDZ070_GBkY4_6AP1_28980	245_0	0.01	average	ANImf	245	Pipeline3	58.55	0	1001795	14675	96	48.78	uniq	Trench
FDZ070-GBkY24-26AP1@16168.fna	FDZ070_GBkY24_26AP1_16168	246_1	0.01	average	ANImf	246	Pipeline3	72.78	0.93	1246408	27464	51	43.46	all	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.10.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.10	246_1	0.01	average	ANImf	246	Pipeline2	73.93	2.04	1503806	25025	106	43.57	all	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.65.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.65	246_1	0.01	average	ANImf	246	Pipeline1	73.93	2.037	1503806	25025	106	43.57	all	Trench
bin.39.fa	bin.39	246_1	0.01	average	ANImf	246	Pipeline4	74.32	1.851	1591763	24483	105	43.29	all	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.14.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.14	247_1	0.01	average	ANImf	247	Pipeline1	62.33	1.111	1116321	17729	99	45.24	some	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.144.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.144	247_1	0.01	average	ANImf	247	Pipeline2	78.14	4.81	1619943	13145	199	45.74	some	Trench
FDZ070-GBkY24-26AP1@13205.fna	FDZ070_GBkY24_26AP1_13205	248_1	0.01	average	ANImf	248	Pipeline3	94.03	0	2180390	56997	49	46.82	all	Trench
bin.42.fa	bin.42	248_1	0.01	average	ANImf	248	Pipeline4	98.57	0.909	2377613	53041	63	46.73	all	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.97.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.97	248_1	0.01	average	ANImf	248	Pipeline2	98.58	0.91	2419341	53041	68	46.69	all	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.67.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.67	248_1	0.01	average	ANImf	248	Pipeline1	98.57	0.909	2419341	53041	68	46.69	all	Trench
bin.90.fa	bin.90	249_1	0.01	average	ANImf	249	Pipeline4	55.58	0	1110117	5094	228	43.43	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.51.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.51	249_1	0.01	average	ANImf	249	Pipeline1	66.92	2.34	2107765	3881	586	43.75	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.38.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.38	249_1	0.01	average	ANImf	249	Pipeline2	66.93	2.34	2110469	3855	587	43.76	some	Trench
FDZ070-GBkY16-18AP1@22713.fna	FDZ070_GBkY16_18AP1_22713	25_0	0.01	average	ANImf	25	Pipeline3	80.46	0	785581	58971	31	35.6	uniq	Trench
bin.144.fa	bin.144	250_1	0.01	average	ANImf	250	Pipeline4	85.84	1.709	2607552	19586	175	52.76	all	Trench
FDZ070-GBkY24-26AP1@4488.fna	FDZ070_GBkY24_26AP1_4488	250_1	0.01	average	ANImf	250	Pipeline3	92.68	3.56	3180712	18027	247	52.21	all	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.77.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.77	250_1	0.01	average	ANImf	250	Pipeline1	92.68	1.709	3296660	17834	253	52.27	all	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.135.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.135	250_1	0.01	average	ANImf	250	Pipeline2	92.68	4.27	3489148	16635	317	52.28	all	Trench
FDZ070-GBkY16-18AP1@10327.fna	FDZ070_GBkY16_18AP1_10327	251_1	0.01	average	ANImf	251	Pipeline3	70.03	2.56	2340922	11575	233	47.62	some	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.43.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.43	251_1	0.01	average	ANImf	251	Pipeline2	93.11	5.98	3346961	8972	501	47.46	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.18.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.18	251_1	0.01	average	ANImf	251	Pipeline1	93.1	5.982	3346961	8972	501	47.46	some	Trench
FDZ070-GBkY12-14AP1@2694.fna	FDZ070_GBkY12_14AP1_2694	251_2	0.01	average	ANImf	251	Pipeline3	79.43	2.56	2613885	14327	220	47.85	some	Trench
Pipeline2_FDZ070-GBkY12-14AP1_bin.19.fa	Pipeline2_FDZ070_GBkY12_14AP1_bin.19	251_2	0.01	average	ANImf	251	Pipeline2	93.96	4.7	3449638	11119	431	47.5	some	Trench
Pipeline1_FDZ070-GBkY12-14AP1_bin.3.fa	Pipeline1_FDZ070_GBkY12_14AP1_bin.3	251_2	0.01	average	ANImf	251	Pipeline1	93.96	4.7	3449638	11119	431	47.5	some	Trench
FDZ070-GBkY4-6AP1@5272.fna	FDZ070_GBkY4_6AP1_5272	251_3	0.01	average	ANImf	251	Pipeline3	73.88	3.42	2207586	11184	231	47.89	uniq	Trench
FDZ070-GBkY0-2AP1@18050.fna	FDZ070_GBkY0_2AP1_18050	252_1	0.01	average	ANImf	252	Pipeline3	76.07	3.54	2089701	23270	121	51.33	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.60.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.60	252_1	0.01	average	ANImf	252	Pipeline1	90.31	5.246	2723140	20270	195	50.78	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.116.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.116	252_1	0.01	average	ANImf	252	Pipeline2	92.31	6.96	2858291	18749	240	50.81	some	Trench
FDZ070-GBkY4-6AP1@7492.fna	FDZ070_GBkY4_6AP1_7492	253_1	0.01	average	ANImf	253	Pipeline3	88.89	4.27	2435272	24764	134	51.15	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.66.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.66	253_1	0.01	average	ANImf	253	Pipeline1	65.22	2.564	1873454	20552	144	52.43	some	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.21.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.21	254_1	0.01	average	ANImf	254	Pipeline2	53.5	0.1	1460017	3587	448	58.75	some	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.4.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.4	254_1	0.01	average	ANImf	254	Pipeline1	53.49	0.099	1460017	3587	448	58.75	some	Trench
FDZ070-GBkY0-2AP1@17102.fna	FDZ070_GBkY0_2AP1_17102	255_1	0.01	average	ANImf	255	Pipeline3	85.71	1.1	1991372	20463	133	56.83	some	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.62.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.62	255_1	0.01	average	ANImf	255	Pipeline1	93.4	0	2359000	17013	184	56.49	some	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.93.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.93	255_1	0.01	average	ANImf	255	Pipeline2	94.51	3.3	2643702	15077	283	56.45	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.74.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.74	256_1	0.01	average	ANImf	256	Pipeline1	68.2	0.706	1730977	4712	417	53.27	some	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.33.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.33	256_1	0.01	average	ANImf	256	Pipeline2	69.18	1.46	2244423	3665	652	52.82	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.44.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.44	256_2	0.01	average	ANImf	256	Pipeline1	63.29	1.479	1594939	2481	716	53.49	uniq	Trench
FDZ070-GBkY16-18AP1@5924.fna	FDZ070_GBkY16_18AP1_5924	257_1	0.01	average	ANImf	257	Pipeline3	85.81	2.03	2530309	25597	141	45.26	all	Trench
bin.109.fa	bin.109	257_1	0.01	average	ANImf	257	Pipeline4	92.27	4.492	2774050	25303	170	45.26	all	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.61.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.61	257_1	0.01	average	ANImf	257	Pipeline1	91.89	4.492	2825052	25110	188	45.17	all	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.76.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.76	257_1	0.01	average	ANImf	257	Pipeline2	93.42	4.94	2973391	23706	211	44.97	all	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.70.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.70	258_1	0.01	average	ANImf	258	Pipeline2	59.7	1.23	1735018	4863	392	51.16	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.50.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.50	258_1	0.01	average	ANImf	258	Pipeline1	59.48	1.231	1731067	4863	390	51.16	some	Trench
FDZ070-GBkY12-14AP1@29987.fna	FDZ070_GBkY12_14AP1_29987	258_2	0.01	average	ANImf	258	Pipeline3	55.51	0	1039702	33918	46	51.12	some	Trench
Pipeline1_FDZ070-GBkY12-14AP1_bin.37.fa	Pipeline1_FDZ070_GBkY12_14AP1_bin.37	258_2	0.01	average	ANImf	258	Pipeline1	91.72	1.739	2087072	22746	153	51.59	some	Trench
Pipeline2_FDZ070-GBkY12-14AP1_bin.97.fa	Pipeline2_FDZ070_GBkY12_14AP1_bin.97	258_2	0.01	average	ANImf	258	Pipeline2	91.29	1.74	2128208	19621	163	51.62	some	Trench
FDZ070-GBkY4-6AP1@14655.fna	FDZ070_GBkY4_6AP1_14655	258_3	0.01	average	ANImf	258	Pipeline3	87.61	1.96	2025710	26378	116	51.8	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.37.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.37	258_3	0.01	average	ANImf	258	Pipeline1	94.01	4.13	2130562	26378	127	51.69	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.89.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.89	258_3	0.01	average	ANImf	258	Pipeline2	90.54	3.7	2175612	24284	135	51.62	some	Trench
Pipeline1_FDZ070-GBkY12-14AP1_bin.58.fa	Pipeline1_FDZ070_GBkY12_14AP1_bin.58	259_0	0.01	average	ANImf	259	Pipeline1	73.84	0.934	895412	3989	282	35.9	uniq	Trench
FDZ070-GBkY24-26AP1@24623.fna	FDZ070_GBkY24_26AP1_24623	26_0	0.01	average	ANImf	26	Pipeline3	60.4	1.12	678625	16363	56	32.83	uniq	Trench
bin.108.fa	bin.108	27_1	0.01	average	ANImf	27	Pipeline4	60.92	0.116	1117570	24040	65	35.21	all	Trench
FDZ070-GBkY2-4AP1@3979.fna	FDZ070_GBkY2_4AP1_3979	27_1	0.01	average	ANImf	27	Pipeline3	91.6	1.73	1928948	18922	143	35.28	all	Trench
Pipeline1_FDZ070-GBkY0-2AP1_bin.3.fa	Pipeline1_FDZ070_GBkY0_2AP1_bin.3	27_1	0.01	average	ANImf	27	Pipeline1	92.43	1.68	1844993	13640	165	35.49	all	Trench
Pipeline2_FDZ070-GBkY0-2AP1_bin.34.fa	Pipeline2_FDZ070_GBkY0_2AP1_bin.34	27_1	0.01	average	ANImf	27	Pipeline2	94.12	4.25	2185513	13005	262	35.43	all	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.122.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.122	28_1	0.01	average	ANImf	28	Pipeline2	72.24	1.65	1093048	13058	121	42.68	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.29.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.29	28_1	0.01	average	ANImf	28	Pipeline1	72.24	1.65	1093048	13058	121	42.68	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.91.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.91	29_1	0.01	average	ANImf	29	Pipeline1	69.96	0.66	929588	16522	76	41.71	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.150.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.150	29_1	0.01	average	ANImf	29	Pipeline2	70.96	1.65	1036279	15675	113	41.66	some	Trench
FDZ070-GBkY24-26AP1@5399.fna	FDZ070_GBkY24_26AP1_5399	29_2	0.01	average	ANImf	29	Pipeline3	62.64	0.8	948533	18801	60	41.74	uniq	Trench
bin.99.fa	bin.99	3_1	0.01	average	ANImf	3	Pipeline4	75.23	0	832894	264148	5	33.72	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.1.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.1	3_1	0.01	average	ANImf	3	Pipeline2	75.23	0	828394	264148	3	33.72	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.69.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.69	3_1	0.01	average	ANImf	3	Pipeline1	75.23	0	828394	264148	3	33.72	some	Trench
FDZ070-GBkY12-14AP1@28695.fna	FDZ070_GBkY12_14AP1_28695	3_2	0.01	average	ANImf	3	Pipeline3	54.52	0	615280	17316	42	33.72	uniq	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.6.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.6	30_1	0.01	average	ANImf	30	Pipeline2	70.16	0.1	623458	7353	109	42.27	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.44.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.44	30_1	0.01	average	ANImf	30	Pipeline1	70.15	0.102	623458	7353	109	42.27	some	Trench
FDZ070-GBkY16-18AP1@80565.fna	FDZ070_GBkY16_18AP1_80565	31_0	0.01	average	ANImf	31	Pipeline3	69.55	2.81	651892	23438	35	41.78	uniq	Trench
FDZ070-GBkY12-14AP1@22999.fna	FDZ070_GBkY12_14AP1_22999	32_1	0.01	average	ANImf	32	Pipeline3	59.26	0.93	770755	21256	60	34.46	some	Trench
Pipeline2_FDZ070-GBkY12-14AP1_bin.23.fa	Pipeline2_FDZ070_GBkY12_14AP1_bin.23	32_1	0.01	average	ANImf	32	Pipeline2	61.57	1.85	784587	21256	63	34.47	some	Trench
Pipeline1_FDZ070-GBkY12-14AP1_bin.41.fa	Pipeline1_FDZ070_GBkY12_14AP1_bin.41	32_1	0.01	average	ANImf	32	Pipeline1	61.57	1.851	784587	21256	63	34.47	some	Trench
FDZ070-GBkY16-18AP1@19401.fna	FDZ070_GBkY16_18AP1_19401	32_2	0.01	average	ANImf	32	Pipeline3	76.4	0	1003689	166732	6	34.92	some	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.135.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.135	32_2	0.01	average	ANImf	32	Pipeline2	77.53	0	1059310	166732	9	35.01	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.57.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.57	32_2	0.01	average	ANImf	32	Pipeline1	77.52	0	1059310	166732	9	35.01	some	Trench
FDZ070-GBkY2-4AP1@7518.fna	FDZ070_GBkY2_4AP1_7518	32_3	0.01	average	ANImf	32	Pipeline3	71.04	0	665884	49321	28	34.57	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.27.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.27	32_3	0.01	average	ANImf	32	Pipeline2	76.4	0	923723	14586	89	35.01	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.67.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.67	32_3	0.01	average	ANImf	32	Pipeline1	76.4	0	923723	14586	89	35.01	some	Trench
FDZ070-GBkY16-18AP1@25587.fna	FDZ070_GBkY16_18AP1_25587	33_0	0.01	average	ANImf	33	Pipeline3	56.67	0.85	673501	67014	13	40.73	uniq	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.84.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.84	34_1	0.01	average	ANImf	34	Pipeline2	60.41	1.19	432387	5605	87	39.73	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.34.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.34	34_1	0.01	average	ANImf	34	Pipeline1	60.4	1.189	432387	5605	87	39.73	some	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.173.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.173	35_1	0.01	average	ANImf	35	Pipeline2	53.43	0	588583	10250	85	36.44	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.87.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.87	35_1	0.01	average	ANImf	35	Pipeline1	53.43	0	585507	10250	84	36.44	some	Trench
FDZ070-GBkY28-30AP1@3981.fna	FDZ070_GBkY28_30AP1_3981	35_2	0.01	average	ANImf	35	Pipeline3	67.16	0.19	662552	22740	38	36.35	some	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.76.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.76	35_2	0.01	average	ANImf	35	Pipeline2	67.39	0.19	682757	22476	50	36.41	some	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.17.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.17	35_2	0.01	average	ANImf	35	Pipeline1	67.39	0.187	682757	22476	50	36.41	some	Trench
FDZ070-GBkY16-18AP1@99899.fna	FDZ070_GBkY16_18AP1_99899	36_0	0.01	average	ANImf	36	Pipeline3	60.61	0	510725	19758	34	36.22	uniq	Trench
bin.11.fa	bin.11	37_1	0.01	average	ANImf	37	Pipeline4	72.84	0	657740	22078	38	40.93	all	Trench
Pipeline2_FDZ070-GBkY24-26AP1_bin.124.fa	Pipeline2_FDZ070_GBkY24_26AP1_bin.124	37_1	0.01	average	ANImf	37	Pipeline2	75.84	0	673346	22078	43	40.98	all	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.31.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.31	37_1	0.01	average	ANImf	37	Pipeline1	75.84	0	673346	22078	43	40.98	all	Trench
FDZ070-GBkY24-26AP1@106712.fna	FDZ070_GBkY24_26AP1_106712	37_1	0.01	average	ANImf	37	Pipeline3	72.85	0	688328	20794	41	40.83	all	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.74.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.74	38_1	0.01	average	ANImf	38	Pipeline1	66.06	0	1003547	18573	70	43.02	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.55.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.55	38_1	0.01	average	ANImf	38	Pipeline2	68.63	0.85	1165857	17326	111	42.89	some	Trench
Pipeline2_FDZ070-GBkY2-4AP1_bin.43.fa	Pipeline2_FDZ070_GBkY2_4AP1_bin.43	39_1	0.01	average	ANImf	39	Pipeline2	55.9	1.12	290444	9133	45	36.52	some	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.52.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.52	39_1	0.01	average	ANImf	39	Pipeline1	55.9	1.123	290444	9133	45	36.52	some	Trench
FDZ070-GBkY4-6AP1@111459.fna	FDZ070_GBkY4_6AP1_111459	39_2	0.01	average	ANImf	39	Pipeline3	54.75	0	364557	33757	19	36.57	some	Trench
Pipeline2_FDZ070-GBkY4-6AP1_bin.149.fa	Pipeline2_FDZ070_GBkY4_6AP1_bin.149	39_2	0.01	average	ANImf	39	Pipeline2	61.19	0	378880	33757	25	36.37	some	Trench
Pipeline1_FDZ070-GBkY4-6AP1_bin.95.fa	Pipeline1_FDZ070_GBkY4_6AP1_bin.95	39_2	0.01	average	ANImf	39	Pipeline1	61.18	0	378880	33757	25	36.37	some	Trench
bin.107.fa	bin.107	4_1	0.01	average	ANImf	4	Pipeline4	96.71	1.075	1365046	20019	94	43.96	all	Trench
FDZ070-GBkY28-30AP1@53464.fna	FDZ070_GBkY28_30AP1_53464	4_1	0.01	average	ANImf	4	Pipeline3	96.71	1.08	1411636	20019	114	43.93	all	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.22.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.22	4_1	0.01	average	ANImf	4	Pipeline2	96.71	1.08	1914711	14600	229	43.53	all	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.41.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.41	4_1	0.01	average	ANImf	4	Pipeline1	96.71	1.075	1914711	14600	229	43.53	all	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.93.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.93	40_1	0.01	average	ANImf	40	Pipeline2	63.27	2.29	524117	12891	59	42.66	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.94.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.94	40_1	0.01	average	ANImf	40	Pipeline1	63.27	2.293	524117	12891	59	42.66	some	Trench
FDZ070-GBkY28-30AP1@2965.fna	FDZ070_GBkY28_30AP1_2965	41_1	0.01	average	ANImf	41	Pipeline3	65.1	0	380878	11211	48	42.88	some	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.48.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.48	41_1	0.01	average	ANImf	41	Pipeline2	64.17	0.99	530168	9665	78	43.05	some	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.44.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.44	41_1	0.01	average	ANImf	41	Pipeline1	64.16	0.99	530168	9665	78	43.05	some	Trench
FDZ070-GBkY4-6AP1@18794.fna	FDZ070_GBkY4_6AP1_18794	41_2	0.01	average	ANImf	41	Pipeline3	66.02	1.83	645720	77633	12	42.98	uniq	Trench
Pipeline1_FDZ070-GBkY2-4AP1_bin.6.fa	Pipeline1_FDZ070_GBkY2_4AP1_bin.6	42_0	0.01	average	ANImf	42	Pipeline1	61.35	1.386	574697	25153	39	43.97	uniq	Trench
FDZ070-GBkY12-14AP1@22568.fna	FDZ070_GBkY12_14AP1_22568	43_1	0.01	average	ANImf	43	Pipeline3	79.6	0	519885	16431	38	30.97	uniq	Trench
FDZ070-GBkY16-18AP1@39121.fna	FDZ070_GBkY16_18AP1_39121	43_2	0.01	average	ANImf	43	Pipeline3	76.78	1.88	537279	27488	28	31.18	uniq	Trench
FDZ070-GBkY24-26AP1@208124.fna	FDZ070_GBkY24_26AP1_208124	44_0	0.01	average	ANImf	44	Pipeline3	59.37	0	850532	133413	9	38.6	uniq	Trench
Pipeline2_FDZ070-GBkY16-18AP1_bin.28.fa	Pipeline2_FDZ070_GBkY16_18AP1_bin.28	45_1	0.01	average	ANImf	45	Pipeline2	64.93	1.03	627396	8041	105	46.71	some	Trench
Pipeline1_FDZ070-GBkY16-18AP1_bin.95.fa	Pipeline1_FDZ070_GBkY16_18AP1_bin.95	45_1	0.01	average	ANImf	45	Pipeline1	64.92	1.025	627396	8041	105	46.71	some	Trench
Pipeline1_FDZ070-GBkY24-26AP1_bin.56.fa	Pipeline1_FDZ070_GBkY24_26AP1_bin.56	46_0	0.01	average	ANImf	46	Pipeline1	54.27	0.854	582221	16263	70	44.52	uniq	Trench
FDZ070-GBkY28-30AP1@205472.fna	FDZ070_GBkY28_30AP1_205472	47_1	0.01	average	ANImf	47	Pipeline3	59.66	0.85	692096	74258	17	36.69	some	Trench
Pipeline2_FDZ070-GBkY28-30AP1_bin.71.fa	Pipeline2_FDZ070_GBkY28_30AP1_bin.71	47_1	0.01	average	ANImf	47	Pipeline2	66.34	1.12	692832	74258	32	36.93	some	Trench
Pipeline1_FDZ070-GBkY28-30AP1_bin.53.fa	Pipeline1_FDZ070_GBkY28_30AP1_bin.53	47_1	0.01	average	ANImf	47	Pipeline1	70.97	0	677378	74258	26	36.87	some	Trench
